image_path,split,label_path
images\train\0000182_00000_d_0000036.jpg,train,labels\train\0000182_00000_d_0000036.txt
images\train\0000182_00411_d_0000037.jpg,train,labels\train\0000182_00411_d_0000037.txt
images\train\0000182_00819_d_0000038.jpg,train,labels\train\0000182_00819_d_0000038.txt
images\train\0000182_01220_d_0000039.jpg,train,labels\train\0000182_01220_d_0000039.txt
images\train\0000182_01653_d_0000040.jpg,train,labels\train\0000182_01653_d_0000040.txt
images\train\0000182_02053_d_0000041.jpg,train,labels\train\0000182_02053_d_0000041.txt
images\train\0000182_02425_d_0000042.jpg,train,labels\train\0000182_02425_d_0000042.txt
images\train\0000195_00000_d_0000126.jpg,train,labels\train\0000195_00000_d_0000126.txt
images\train\0000195_00409_d_0000128.jpg,train,labels\train\0000195_00409_d_0000128.txt
images\train\0000195_00634_d_0000129.jpg,train,labels\train\0000195_00634_d_0000129.txt
images\train\0000195_00815_d_0000130.jpg,train,labels\train\0000195_00815_d_0000130.txt
images\train\0000195_01040_d_0000131.jpg,train,labels\train\0000195_01040_d_0000131.txt
images\train\0000195_01256_d_0000132.jpg,train,labels\train\0000195_01256_d_0000132.txt
images\train\0000195_01418_d_0000133.jpg,train,labels\train\0000195_01418_d_0000133.txt
images\train\0000196_00000_d_0000135.jpg,train,labels\train\0000196_00000_d_0000135.txt
images\train\0000196_00553_d_0000136.jpg,train,labels\train\0000196_00553_d_0000136.txt
images\train\0000196_01030_d_0000137.jpg,train,labels\train\0000196_01030_d_0000137.txt
images\train\0000196_02020_d_0000139.jpg,train,labels\train\0000196_02020_d_0000139.txt
images\train\0000196_02559_d_0000140.jpg,train,labels\train\0000196_02559_d_0000140.txt
images\train\0000196_03560_d_0000142.jpg,train,labels\train\0000196_03560_d_0000142.txt
images\train\0000196_04071_d_0000143.jpg,train,labels\train\0000196_04071_d_0000143.txt
images\train\0000196_05025_d_0000145.jpg,train,labels\train\0000196_05025_d_0000145.txt
images\train\0000197_00000_d_0000146.jpg,train,labels\train\0000197_00000_d_0000146.txt
images\train\0000197_00401_d_0000147.jpg,train,labels\train\0000197_00401_d_0000147.txt
images\train\0000197_00851_d_0000148.jpg,train,labels\train\0000197_00851_d_0000148.txt
images\train\0000197_01211_d_0000149.jpg,train,labels\train\0000197_01211_d_0000149.txt
images\train\0000197_01661_d_0000150.jpg,train,labels\train\0000197_01661_d_0000150.txt
images\train\0000197_01958_d_0000151.jpg,train,labels\train\0000197_01958_d_0000151.txt
images\train\0000197_02416_d_0000152.jpg,train,labels\train\0000197_02416_d_0000152.txt
images\train\0000198_00000_d_0000155.jpg,train,labels\train\0000198_00000_d_0000155.txt
images\train\0000198_00336_d_0000156.jpg,train,labels\train\0000198_00336_d_0000156.txt
images\train\0000198_00709_d_0000157.jpg,train,labels\train\0000198_00709_d_0000157.txt
images\train\0000198_01022_d_0000158.jpg,train,labels\train\0000198_01022_d_0000158.txt
images\train\0000198_01629_d_0000160.jpg,train,labels\train\0000198_01629_d_0000160.txt
images\train\0000198_01949_d_0000161.jpg,train,labels\train\0000198_01949_d_0000161.txt
images\train\0000199_00000_d_0000162.jpg,train,labels\train\0000199_00000_d_0000162.txt
images\train\0000199_00933_d_0000165.jpg,train,labels\train\0000199_00933_d_0000165.txt
images\train\0000199_01607_d_0000167.jpg,train,labels\train\0000199_01607_d_0000167.txt
images\train\0000200_00000_d_0000168.jpg,train,labels\train\0000200_00000_d_0000168.txt
images\train\0000200_00297_d_0000169.jpg,train,labels\train\0000200_00297_d_0000169.txt
images\train\0000200_00566_d_0000170.jpg,train,labels\train\0000200_00566_d_0000170.txt
images\train\0000201_00000_d_0000171.jpg,train,labels\train\0000201_00000_d_0000171.txt
images\train\0000201_00182_d_0000172.jpg,train,labels\train\0000201_00182_d_0000172.txt
images\train\0000201_00446_d_0000173.jpg,train,labels\train\0000201_00446_d_0000173.txt
images\train\0000201_00626_d_0000174.jpg,train,labels\train\0000201_00626_d_0000174.txt
images\train\0000201_01023_d_0000176.jpg,train,labels\train\0000201_01023_d_0000176.txt
images\train\0000201_01292_d_0000177.jpg,train,labels\train\0000201_01292_d_0000177.txt
images\train\0000201_01484_d_0000178.jpg,train,labels\train\0000201_01484_d_0000178.txt
images\train\0000201_01634_d_0000179.jpg,train,labels\train\0000201_01634_d_0000179.txt
images\train\0000204_00000_d_0000191.jpg,train,labels\train\0000204_00000_d_0000191.txt
images\train\0000204_00332_d_0000192.jpg,train,labels\train\0000204_00332_d_0000192.txt
images\train\0000204_00698_d_0000193.jpg,train,labels\train\0000204_00698_d_0000193.txt
images\train\0000205_00000_d_0000196.jpg,train,labels\train\0000205_00000_d_0000196.txt
images\train\0000205_00405_d_0000197.jpg,train,labels\train\0000205_00405_d_0000197.txt
images\train\0000205_00831_d_0000198.jpg,train,labels\train\0000205_00831_d_0000198.txt
images\train\0000205_01275_d_0000199.jpg,train,labels\train\0000205_01275_d_0000199.txt
images\train\0000205_01665_d_0000200.jpg,train,labels\train\0000205_01665_d_0000200.txt
images\train\0000205_02315_d_0000202.jpg,train,labels\train\0000205_02315_d_0000202.txt
images\train\0000206_00000_d_0000203.jpg,train,labels\train\0000206_00000_d_0000203.txt
images\train\0000206_00308_d_0000204.jpg,train,labels\train\0000206_00308_d_0000204.txt
images\train\0000206_00668_d_0000205.jpg,train,labels\train\0000206_00668_d_0000205.txt
images\train\0000206_01108_d_0000206.jpg,train,labels\train\0000206_01108_d_0000206.txt
images\train\0000209_00000_d_0000219.jpg,train,labels\train\0000209_00000_d_0000219.txt
images\train\0000209_00296_d_0000220.jpg,train,labels\train\0000209_00296_d_0000220.txt
images\train\0000209_00609_d_0000221.jpg,train,labels\train\0000209_00609_d_0000221.txt
images\train\0000209_00922_d_0000222.jpg,train,labels\train\0000209_00922_d_0000222.txt
images\train\0000210_00000_d_0000223.jpg,train,labels\train\0000210_00000_d_0000223.txt
images\train\0000210_00261_d_0000224.jpg,train,labels\train\0000210_00261_d_0000224.txt
images\train\0000210_00525_d_0000225.jpg,train,labels\train\0000210_00525_d_0000225.txt
images\train\0000210_01037_d_0000226.jpg,train,labels\train\0000210_01037_d_0000226.txt
images\train\0000210_01551_d_0000228.jpg,train,labels\train\0000210_01551_d_0000228.txt
images\train\0000214_00000_d_0000248.jpg,train,labels\train\0000214_00000_d_0000248.txt
images\train\0000214_00840_d_0000250.jpg,train,labels\train\0000214_00840_d_0000250.txt
images\train\0000214_01218_d_0000251.jpg,train,labels\train\0000214_01218_d_0000251.txt
images\train\0000214_01652_d_0000252.jpg,train,labels\train\0000214_01652_d_0000252.txt
images\train\0000214_01968_d_0000253.jpg,train,labels\train\0000214_01968_d_0000253.txt
images\train\0000214_02445_d_0000254.jpg,train,labels\train\0000214_02445_d_0000254.txt
images\train\0000217_00202_d_0000002.jpg,train,labels\train\0000217_00202_d_0000002.txt
images\train\0000218_00001_d_0000001.jpg,train,labels\train\0000218_00001_d_0000001.txt
images\train\0000218_00730_d_0000003.jpg,train,labels\train\0000218_00730_d_0000003.txt
images\train\0000219_03118_d_0000007.jpg,train,labels\train\0000219_03118_d_0000007.txt
images\train\0000220_00001_d_0000001.jpg,train,labels\train\0000220_00001_d_0000001.txt
images\train\0000220_00500_d_0000002.jpg,train,labels\train\0000220_00500_d_0000002.txt
images\train\0000220_01000_d_0000003.jpg,train,labels\train\0000220_01000_d_0000003.txt
images\train\0000220_02658_d_0000008.jpg,train,labels\train\0000220_02658_d_0000008.txt
images\train\0000220_02800_d_0000009.jpg,train,labels\train\0000220_02800_d_0000009.txt
images\train\0000220_02978_d_0000010.jpg,train,labels\train\0000220_02978_d_0000010.txt
images\train\0000220_03347_d_0000011.jpg,train,labels\train\0000220_03347_d_0000011.txt
images\train\0000220_04005_d_0000013.jpg,train,labels\train\0000220_04005_d_0000013.txt
images\train\0000220_04258_d_0000014.jpg,train,labels\train\0000220_04258_d_0000014.txt
images\train\0000220_04467_d_0000015.jpg,train,labels\train\0000220_04467_d_0000015.txt
images\train\0000221_00001_d_0000001.jpg,train,labels\train\0000221_00001_d_0000001.txt
images\train\0000221_00500_d_0000002.jpg,train,labels\train\0000221_00500_d_0000002.txt
images\train\0000221_00999_d_0000003.jpg,train,labels\train\0000221_00999_d_0000003.txt
images\train\0000221_01292_d_0000004.jpg,train,labels\train\0000221_01292_d_0000004.txt
images\train\0000221_01411_d_0000005.jpg,train,labels\train\0000221_01411_d_0000005.txt
images\train\0000221_01770_d_0000006.jpg,train,labels\train\0000221_01770_d_0000006.txt
images\train\0000221_10550_d_0000007.jpg,train,labels\train\0000221_10550_d_0000007.txt
images\train\0000222_00001_d_0000001.jpg,train,labels\train\0000222_00001_d_0000001.txt
images\train\0000222_00339_d_0000002.jpg,train,labels\train\0000222_00339_d_0000002.txt
images\train\0000222_00735_d_0000003.jpg,train,labels\train\0000222_00735_d_0000003.txt
images\train\0000222_01135_d_0000004.jpg,train,labels\train\0000222_01135_d_0000004.txt
images\train\0000222_01350_d_0000005.jpg,train,labels\train\0000222_01350_d_0000005.txt
images\train\0000222_01650_d_0000006.jpg,train,labels\train\0000222_01650_d_0000006.txt
images\train\0000222_02467_d_0000008.jpg,train,labels\train\0000222_02467_d_0000008.txt
images\train\0000222_02900_d_0000009.jpg,train,labels\train\0000222_02900_d_0000009.txt
images\train\0000222_03100_d_0000010.jpg,train,labels\train\0000222_03100_d_0000010.txt
images\train\0000222_03900_d_0000012.jpg,train,labels\train\0000222_03900_d_0000012.txt
images\train\0000222_04015_d_0000013.jpg,train,labels\train\0000222_04015_d_0000013.txt
images\train\0000222_04900_d_0000016.jpg,train,labels\train\0000222_04900_d_0000016.txt
images\train\0000222_05666_d_0000018.jpg,train,labels\train\0000222_05666_d_0000018.txt
images\train\0000223_00001_d_0000001.jpg,train,labels\train\0000223_00001_d_0000001.txt
images\train\0000223_00501_d_0000002.jpg,train,labels\train\0000223_00501_d_0000002.txt
images\train\0000223_00836_d_0000003.jpg,train,labels\train\0000223_00836_d_0000003.txt
images\train\0000223_01986_d_0000006.jpg,train,labels\train\0000223_01986_d_0000006.txt
images\train\0000223_02203_d_0000007.jpg,train,labels\train\0000223_02203_d_0000007.txt
images\train\0000224_00251_d_0000002.jpg,train,labels\train\0000224_00251_d_0000002.txt
images\train\0000224_00387_d_0000003.jpg,train,labels\train\0000224_00387_d_0000003.txt
images\train\0000224_00636_d_0000004.jpg,train,labels\train\0000224_00636_d_0000004.txt
images\train\0000224_01059_d_0000005.jpg,train,labels\train\0000224_01059_d_0000005.txt
images\train\0000224_01513_d_0000006.jpg,train,labels\train\0000224_01513_d_0000006.txt
images\train\0000225_00001_d_0000001.jpg,train,labels\train\0000225_00001_d_0000001.txt
images\train\0000225_00939_d_0000003.jpg,train,labels\train\0000225_00939_d_0000003.txt
images\train\0000225_01376_d_0000004.jpg,train,labels\train\0000225_01376_d_0000004.txt
images\train\0000225_01555_d_0000005.jpg,train,labels\train\0000225_01555_d_0000005.txt
images\train\0000225_01978_d_0000007.jpg,train,labels\train\0000225_01978_d_0000007.txt
images\train\0000225_02083_d_0000008.jpg,train,labels\train\0000225_02083_d_0000008.txt
images\train\0000225_02427_d_0000009.jpg,train,labels\train\0000225_02427_d_0000009.txt
images\train\0000225_03052_d_0000011.jpg,train,labels\train\0000225_03052_d_0000011.txt
images\train\0000225_03550_d_0000012.jpg,train,labels\train\0000225_03550_d_0000012.txt
images\train\0000225_04167_d_0000014.jpg,train,labels\train\0000225_04167_d_0000014.txt
images\train\0000225_04522_d_0000015.jpg,train,labels\train\0000225_04522_d_0000015.txt
images\train\0000225_05003_d_0000016.jpg,train,labels\train\0000225_05003_d_0000016.txt
images\train\0000226_00001_d_0000001.jpg,train,labels\train\0000226_00001_d_0000001.txt
images\train\0000226_00500_d_0000002.jpg,train,labels\train\0000226_00500_d_0000002.txt
images\train\0000226_01146_d_0000004.jpg,train,labels\train\0000226_01146_d_0000004.txt
images\train\0000226_01500_d_0000005.jpg,train,labels\train\0000226_01500_d_0000005.txt
images\train\0000226_02123_d_0000007.jpg,train,labels\train\0000226_02123_d_0000007.txt
images\train\0000226_02469_d_0000008.jpg,train,labels\train\0000226_02469_d_0000008.txt
images\train\0000226_02644_d_0000009.jpg,train,labels\train\0000226_02644_d_0000009.txt
images\train\0000226_02755_d_0000010.jpg,train,labels\train\0000226_02755_d_0000010.txt
images\train\0000226_02906_d_0000011.jpg,train,labels\train\0000226_02906_d_0000011.txt
images\train\0000226_03490_d_0000012.jpg,train,labels\train\0000226_03490_d_0000012.txt
images\train\0000226_03627_d_0000013.jpg,train,labels\train\0000226_03627_d_0000013.txt
images\train\0000226_03899_d_0000014.jpg,train,labels\train\0000226_03899_d_0000014.txt
images\train\0000226_04059_d_0000015.jpg,train,labels\train\0000226_04059_d_0000015.txt
images\train\0000226_04291_d_0000016.jpg,train,labels\train\0000226_04291_d_0000016.txt
images\train\0000226_04475_d_0000017.jpg,train,labels\train\0000226_04475_d_0000017.txt
images\train\0000226_04986_d_0000018.jpg,train,labels\train\0000226_04986_d_0000018.txt
images\train\0000227_00001_d_0000001.jpg,train,labels\train\0000227_00001_d_0000001.txt
images\train\0000227_00235_d_0000002.jpg,train,labels\train\0000227_00235_d_0000002.txt
images\train\0000228_00001_d_0000001.jpg,train,labels\train\0000228_00001_d_0000001.txt
images\train\0000228_00500_d_0000002.jpg,train,labels\train\0000228_00500_d_0000002.txt
images\train\0000228_01000_d_0000003.jpg,train,labels\train\0000228_01000_d_0000003.txt
images\train\0000228_01419_d_0000004.jpg,train,labels\train\0000228_01419_d_0000004.txt
images\train\0000228_01900_d_0000005.jpg,train,labels\train\0000228_01900_d_0000005.txt
images\train\0000228_02416_d_0000006.jpg,train,labels\train\0000228_02416_d_0000006.txt
images\train\0000229_00001_d_0000001.jpg,train,labels\train\0000229_00001_d_0000001.txt
images\train\0000229_00500_d_0000002.jpg,train,labels\train\0000229_00500_d_0000002.txt
images\train\0000229_00827_d_0000003.jpg,train,labels\train\0000229_00827_d_0000003.txt
images\train\0000229_01203_d_0000004.jpg,train,labels\train\0000229_01203_d_0000004.txt
images\train\0000235_00001_d_0000001.jpg,train,labels\train\0000235_00001_d_0000001.txt
images\train\0000235_00467_d_0000002.jpg,train,labels\train\0000235_00467_d_0000002.txt
images\train\0000235_00932_d_0000003.jpg,train,labels\train\0000235_00932_d_0000003.txt
images\train\0000235_01411_d_0000004.jpg,train,labels\train\0000235_01411_d_0000004.txt
images\train\0000235_01900_d_0000005.jpg,train,labels\train\0000235_01900_d_0000005.txt
images\train\0000236_00001_d_0000001.jpg,train,labels\train\0000236_00001_d_0000001.txt
images\train\0000236_00427_d_0000002.jpg,train,labels\train\0000236_00427_d_0000002.txt
images\train\0000236_00811_d_0000003.jpg,train,labels\train\0000236_00811_d_0000003.txt
images\train\0000237_00442_d_0000002.jpg,train,labels\train\0000237_00442_d_0000002.txt
images\train\0000238_00018_d_0000001.jpg,train,labels\train\0000238_00018_d_0000001.txt
images\train\0000239_00001_d_0000001.jpg,train,labels\train\0000239_00001_d_0000001.txt
images\train\0000239_00500_d_0000002.jpg,train,labels\train\0000239_00500_d_0000002.txt
images\train\0000239_00708_d_0000003.jpg,train,labels\train\0000239_00708_d_0000003.txt
images\train\0000239_01588_d_0000005.jpg,train,labels\train\0000239_01588_d_0000005.txt
images\train\0000239_02139_d_0000007.jpg,train,labels\train\0000239_02139_d_0000007.txt
images\train\0000239_02531_d_0000008.jpg,train,labels\train\0000239_02531_d_0000008.txt
images\train\0000239_02899_d_0000009.jpg,train,labels\train\0000239_02899_d_0000009.txt
images\train\0000239_03333_d_0000010.jpg,train,labels\train\0000239_03333_d_0000010.txt
images\train\0000239_03837_d_0000011.jpg,train,labels\train\0000239_03837_d_0000011.txt
images\train\0000239_04052_d_0000012.jpg,train,labels\train\0000239_04052_d_0000012.txt
images\train\0000239_04503_d_0000013.jpg,train,labels\train\0000239_04503_d_0000013.txt
images\train\0000239_04995_d_0000014.jpg,train,labels\train\0000239_04995_d_0000014.txt
images\train\0000239_05950_d_0000016.jpg,train,labels\train\0000239_05950_d_0000016.txt
images\train\0000239_06450_d_0000017.jpg,train,labels\train\0000239_06450_d_0000017.txt
images\train\0000239_06950_d_0000018.jpg,train,labels\train\0000239_06950_d_0000018.txt
images\train\0000239_07259_d_0000019.jpg,train,labels\train\0000239_07259_d_0000019.txt
images\train\0000239_07435_d_0000020.jpg,train,labels\train\0000239_07435_d_0000020.txt
images\train\0000239_07930_d_0000021.jpg,train,labels\train\0000239_07930_d_0000021.txt
